34.5575	-84.42	-165.858
34.8717	-133.337	-155.706
35.1858	-173.921	-129.185
35.5	-201.346	-87.2962
35.8142	-211.606	-32.6572
36.1283	-201.993	30.5976
36.4425	-171.496	97.0755
36.7566	-121.063	160.534
37.0708	-53.7039	214.411
37.385	25.6036	252.444
37.6991	110.212	269.315
38.0133	192.292	261.272
38.3274	263.496	226.648
38.6416	315.721	166.237
38.9557	341.94	83.4576
39.2699	336.998	-15.729
39.5841	298.309	-123.153
39.8982	226.359	-229.024
40.2124	124.967	-322.74
40.5265	1.23451	-393.853
40.8407	-134.832	-433.113
41.1549	-271.02	-433.501
41.469	-393.901	-391.142
41.7832	-490.033	-305.998
42.0973	-547.289	-182.251
42.4115	-556.18	-28.3023
42.7257	-511.057	143.634
43.0398	-411.04	318.363
43.354	-260.584	478.916
43.6681	-69.5602	608.048
43.9823	147.182	689.913
44.2965	370.79	711.766
44.6106	579.872	665.527
44.9248	752.358	549.04
45.2389	867.613	366.868
45.5531	908.613	130.508
45.8673	863.983	-142.061
46.1814	729.677	-427.51
46.4956	510.099	-698.938
46.8097	218.505	-928.173
47.1239	-123.434	-1088.43
47.438	-486.938	-1157.07
47.7522	-838.26	-1118.29
48.0664	-1141.52	-965.316
48.3805	-1362.05	-701.969
48.6947	-1469.92	-343.349
49.0088	-1443.36	84.5529
49.323	-1271.72	546.342
49.6372	-957.626	999.786
49.9513	-518.021	1399.31
50.2655	16.0985	1700.16
50.5796	601.345	1862.9
50.8938	1185	1857.84
51.208	1709.31	1668.92
51.5221	2116.66	1296.64
51.8363	2355.31	759.646
52.1504	2385.05	94.6776
52.4646	2182.34	-645.265
52.7788	1744.23	-1394.55
53.0929	1090.73	-2080.15
53.4071	265.08	-2628.12
53.7212	-668.219	-2970.78
54.0354	-1627.68	-3054.06
54.3496	-2521.19	-2844.13
54.6637	-3254.05	-2332.78
54.9779	-3738.09	-1540.73
55.292	-3900.96	-518.434
55.6062	-3694.89	655.921
55.9203	-3103.82	1881.44
56.2345	-2148.08	3042.23
56.5487	-885.999	4017.32
56.8628	588.087	4692.16
57.177	2149.62	4970.51
57.4911	3653.11	4785.75
57.8053	4944.44	4110.43
58.1195	5875.22	2962.77
58.4336	6318.01	1409.43
58.7478	6180.93	-436.322
59.0619	5420.29	-2421.18
59.3761	4049.62	-4362.98
59.6903	2143.99	-6065.81
60.0044	-161.321	-7338.04
60.3186	-2678.24	-8011.6
60.6327	-5179.23	-7960.92
60.9469	-7415.9	-7119.52
61.2611	-9141.39	-5492.42
61.5752	-10135	-3162.65
61.8894	-10226.3	-290.792
62.2035	-9317.39	2893.2
62.5177	-7399.17	6105.89
